Charouine,Algeria,40.8681,-73.0821,31889,0
Chebli,Algeria,38.3236,26.3028,43489,minor
Chekfa,Algeria,35.3361,-1.1011,14730,0
Chelghoum el Aid,Algeria,-34.6333,-60.4667,38418,minor
Chellalat el Adhaouara,Algeria,1.3605,-77.2835,12419,minor
Chemini,Algeria,35.55,2.6,13405,0
Cherchell,Algeria,17.0333,-92.6167,21915,0
Cheria,Algeria,51.607,-0.556,12766,0
Chetma,Algeria,25.851,86.6739,23478,0
Chetouane,Algeria,-11.5653,-77.2714,32312,0
Chlef,Algeria,9.3157,76.6151,25391,0
Chorfa,Algeria,38.5696,-77.2895,22505,0
Collo,Algeria,37.8667,127.7333,281596,admin
Constantine,Algeria,26.4003,-99.0253,19998,minor
Damous,Algeria,45.2,-72.75,15234,0
Dar Chioukh,Algeria,38.662,-90.443,18679,0
Dar el Beida,Algeria,38.2486,-0.8089,30191,0
Debbache el Hadj Douadi,Algeria,10.55,-61.3667,8768,0
Debila,Algeria,37.3168,-122.0466,59763,0
Dellys,Algeria,26.7006,109.4634,21000,0
Dhalaa,Algeria,35.8117,49.7431,9434,0
Didouche Mourad,Algeria,22.8491,88.9023,8532,0
Djamaa,Algeria,13.7167,-89.1667,120200,0
Djanet,Algeria,37.4306,-120.7759,10896,0
Djebahia,Algeria,28.1931,-105.4717,150506,minor
Djelfa,Algeria,33.9903,50.6836,40902,minor
Djemmorah,Algeria,36.9133,3.9141,32954,0
Djendel,Algeria,18.55,-72.3,284079,0
Djinet,Algeria,38.756,-108.0772,9137,0
Djouab,Algeria,28.905,-81.2137,221137,0
Douar Bou Tlelis,Algeria,35.0025,40.5117,9000,minor
Douera,Algeria,14.6264,-10.7319,34100,0
Draa Ben Khedda,Algeria,29.4548,-95.0589,21475,0
Draa el Mizan,Algeria,36.0637,-87.3665,16051,0
Ebn Ziad,Algeria,22.6228,113.2917,128000,0
El Abadia,Algeria,36.7333,3.9667,31382,0
El Abiodh Sidi Cheikh,Algeria,36.5333,3.8333,38886,0
El Ach,Algeria,33.43,75.09,199429,0
El Achir,Algeria,-21.4828,-51.5328,47043,0
El Adjiba,Algeria,41.9367,21.5217,19246,0
El Affroun,Algeria,53.1,6.1,45186,minor
El Amria,Algeria,52.1833,25.15,14856,minor
El Ancer,Algeria,16.7928,82.0635,9299,0
El Ancor,Algeria,41.15,24.1467,44257,minor
El Aouana,Algeria,59.7378,10.205,109416,minor
El Arrouch,Algeria,37.9467,23.625,13968,0
El Ateuf,Algeria,46.5903,15.0236,3088,admin
El Attaf,Algeria,53.5333,15.8,11515,minor
El Bayadh,Algeria,48.7372,1.3664,30879,minor
El Bordj,Algeria,52.8333,15.8333,9800,0
El Eulma,Algeria,47.4167,8.6167,28002,0
El Ghomri,Algeria,49.05,44.8333,13988,0
El Golea,Algeria,23.8,87.38,38041,0
El Hachimia,Algeria,51.5667,26.5667,9424,0
El Hadjar,Algeria,42.5002,-90.707,68601,0
El Hadjira,Algeria,14.81,108.96,150927,minor
El Hamel,Algeria,23.2445,111.5342,85659,minor
El Hammadia,Algeria,51.5125,10.2597,20286,0
El Idrissia,Algeria,69.4064,86.1764,19556,0
El Karimia,Algeria,9.72,124.4,18861,0
El Kerma,Algeria,45.4472,15.4958,10212,minor
El Khroub,Algeria,16.3271,80.628,11098,0
El Kouif,Algeria,48.95,2.4167,11328,0
El Kseur,Algeria,43.65,43.55,20718,0
El Malah,Algeria,37.7691,110.0705,9966,0
El Marsa,Algeria,10.9525,125.0317,48992,0
El Meghaier,Algeria,25.5067,42.8614,35000,0
El Milia,Algeria,25.382,84.858,35000,0
El Omaria,Algeria,9.3103,123.3081,134103,admin
El Oued,Algeria,11.3039,122.6214,30098,0
El Outaya,Algeria,7.82,123.37,32928,0
El Tarf,Algeria,56.0719,-3.4393,53100,0
Emir Abdelkader,Algeria,40.1506,-75.3364,13983,0
Es Sebt,Algeria,25.9689,87.5741,10090,0
Es Senia,Algeria,25.2234,85.2298,8735,0
Feidh el Botma,Algeria,0.05,32.46,69958,0
Fenoughil,Algeria,11.5581,77.9893,11242,0
Fornaka,Algeria,61.95,159.2333,2024,0
Foughala,Algeria,33.4747,-86.9194,9975,0
Fouka,Algeria,41.0064,-91.9667,9474,0
Freha,Algeria,32.0078,51.2156,13317,0
Frenda,Algeria,35.73,50.9822,181174,minor
Froha,Algeria,39.2408,67.47,8650,0
Galbois,Algeria,51.1667,7.9667,16851,0
Ghardaia,Algeria,51.2279,-2.3215,28559,0
Ghazaouet,Algeria,-41.1228,-73.0581,12876,0
Ghriss,Algeria,35.9146,138.2407,13844,0
Guelma,Algeria,25.0682,84.5241,10641,0
Gueltat Sidi Saad,Algeria,30.6709,76.3019,73131,0
Guemar,Algeria,24.782,85.6943,8682,0
Guerouma,Algeria,69.2472,-53.5333,839,0
Hacine,Algeria,32.7,128.8333,34425,0
Had Sahary,Algeria,36.5333,9.6667,15762,0
Hadjadj,Algeria,32.3333,-4.0833,14927,0
Hadjout,Algeria,49.0325,2.4747,30693,0
Hamma Bouziane,Algeria,33.1116,-96.1099,28923,0
Hammam Bou Hadjar,Algeria,40.1043,-84.6209,12768,0
Hammam Dalaa,Algeria,44.3003,-88.5365,10130,0
Hammam M'Bails,Algeria,43.1797,-85.2534,8866,0
Harchoune,Algeria,33.4503,-82.2073,16049,0
Hassi Bahbah,Algeria,14.85,-90.0667,27407,admin
Hassi el Ghella,Algeria,6.2333,-75.1667,9121,minor
Hassi Fedoul,Algeria,14.6133,-90.5353,3014000,primary
Hassi Khelifa,Algeria,5.0056,-73.4722,9603,minor
Hassi Maameche,Algeria,5.3167,-75.8,12423,minor
Hassi Messaoud,Algeria,10.4717,-66.5406,187262,minor
Hennaya,Algeria,16.58,79.57,26190,0
Herenfa,Algeria,51.9,8.3833,102393,minor
Iferhounene,Algeria,51.5716,-0.1448,10955,0
Ifigha,Algeria,41.5483,-87.4588,23794,0
Iflissen,Algeria,40.4276,-111.7957,19267,0
Ighram,Algeria,50.9983,8.1094,14775,0
Illizi,Algeria,49.3903,33.2503,8955,minor
In Guezzam,Algeria,35.7765,138.4236,43452,0
I-n-Amenas,Algeria,40.7944,-73.07,27220,0
I-n-Amguel,Algeria,42.1471,-71.0057,11338,0
I-n-Salah,Algeria,50.9833,3.0833,9950,0
Isser,Algeria,41.2399,-81.4408,23005,0
Jean-Mermoz,Algeria,45.8522,8.8386,10245,0
Jijel,Algeria,-11.3039,-42.8558,73524,0
Kadiria,Algeria,19.3186,-98.8822,542211,minor
Kaous,Algeria,29.3394,105.2875,633210,minor
Kenadsa,Algeria,-5.9128,29.1906,146974,admin
Khadra,Algeria,12.7967,-8.1033,13974,0
Kheiredine,Algeria,10.1037,78.8254,8520,0
Khelil,Algeria,47.7167,7.6667,8537,0
Khemis el Khechna,Algeria,23.95,88.03,55632,0
Khemis Miliana,Algeria,22.5194,120.5032,15234,0
Khenchela,Algeria,41.0722,30.1611,52874,minor
Kherrata,Algeria,15.2167,79.9042,57246,0
Kolea,Algeria,48.9167,11.8667,17044,minor
Kouinine,Algeria,32.6803,51.5361,247128,minor
Ksar Belezma,Algeria,43.344,-73.5396,12958,0
Ksar Chellala,Algeria,30.8194,-81.7216,18563,0
Ksar el Boukhari,Algeria,51.1178,0.8615,11243,0
Ksar el Hirane,Algeria,36.5224,-82.5454,101323,0
Ksar Sbahi,Algeria,41.9295,-73.9968,24018,0
Labiod Medjadja,Algeria,38.7386,41.7828,25817,minor
Lac des Oiseaux,Algeria,48.15,23.1333,10165,0
Laghouat,Algeria,26.0216,87.2279,19930,0
Lakhdaria,Algeria,12.3833,-5.4667,137919,minor
L'Arbaa Nait Irathen,Algeria,44.4833,21.6667,15516,admin
Lichana,Algeria,46.6705,-1.426,54952,minor
Lioua,Algeria,9.4,16.3,14272,admin
Maghnia,Algeria,8.1228,122.6736,42213,0
Magra,Algeria,11.8836,124.0497,23744,0
Makouda,Algeria,53.2807,-110.035,19739,0
Mansourah,Algeria,55.0333,44.4833,12652,minor
Maoussa,Algeria,45.3603,23.2383,18699,0
Mascara,Algeria,24.6896,87.9384,22876,0
Mazagran,Algeria,48.8172,2.2992,30292,0
M'Chedallah,Algeria,41.65,2.75,19213,0
M'Chouneche,Algeria,-10.6578,-37.305,12653,minor
Mecheraa Asfa,Algeria,20.885,76.2,167740,0
Mecheria,Algeria,40.8933,26.9042,52758,minor
Mechta Ouled Oulha,Algeria,18.1105,79.8494,9529,0
Mechtras,Algeria,30.4015,74.7365,10348,0
Medea,Algeria,11.8715,77.9227,11684,0
Medjana,Algeria,63.3728,10.7508,14662,0
Medjedel,Algeria,-31.3697,-64.0531,12187,0
Medrissa,Algeria,41.586,-74.4951,12611,0
Meftah,Algeria,17.9092,79.5926,9047,0
Megarine,Algeria,-12.7806,45.2278,71437,primary
Mekla,Algeria,-20.05,47.0667,15000,0
Melouza,Algeria,14.0209,77.7511,8508,0
Menaa,Algeria,-18.6167,48.0333,15835,0
Menaceur,Algeria,-19.0833,47.0167,20000,0
Merad,Algeria,26.0119,87.0854,12129,0
Merouana,Algeria,8.6544,76.909,18632,0
Mers el Hadjad,Algeria,39.4833,-0.45,31573,0
Mers el Kebir,Algeria,13.1235,123.8693,26162,0
Meskiana,Algeria,14.1789,74.4818,22599,0
Mesra,Algeria,23.4353,87.5527,10370,0
Messaad,Algeria,19.1003,-96.3411,23918,minor
Metlili Chaamba,Algeria,-14.145,-40.2428,13860,minor
Mila,Algeria,50.4,4.4486,22877,0
Miliana,Algeria,-8.9472,-72.7903,19299,minor
Misserghin,Algeria,46.1,7.0667,17215,0
Mnagueur,Algeria,45.75,12.3167,9145,0
Mohammadia,Algeria,25.5612,87.1685,10863,0
Morsott,Algeria,42.2802,-83.1782,12639,0
Mostaganem,Algeria,37.4685,-122.1673,33324,0
Moudjbara,Algeria,-34.65,-59.4333,63284,minor
Mouiat Ouennsa,Algeria,-33.25,-58.0333,41974,admin
Mouzaia,Algeria,26.65,74.0333,40221,0
M'Sila,Algeria,40.4625,37.7725,13221,minor
Naama,Algeria,53.9,27.5667,1995471,primary
Naciria,Algeria,-9.5669,-48.3919,18566,minor
Nakhla,Algeria,35.8284,139.5265,38361,0
Nechmeya,Algeria,61.0167,14.5333,12854,minor
Nedroma,Algeria,-14.4,50.0333,9000,0
Negrine,Algeria,51.4015,-0.1949,48233,0
N'Gaous,Algeria,2.05,102.5667,314776,0
N'Goussa,Algeria,40.3764,28.8833,108011,minor
Oggaz,Algeria,25.5431,85.924,14476,0
Oran,Algeria,40.7602,-73.5649,15127,0
Ouadhia,Algeria,33.7218,66.1302,0,admin
Ouamri,Algeria,27.735,75.7797,36000,0
Ouargla,Algeria,26.6662,119.5477,2910000,minor
Oued Athmenia,Algeria,35.0319,-120.4985,18009,0
Oued Cheham,Algeria,-14.4675,-48.4589,34964,0
Oued el Abtal,Algeria,-36.3,-71.9,10759,0
Oued el Alleug,Algeria,20.0472,-77.5781,41252,minor
Oued el Aneb,Algeria,11.9,-86.1,14847,minor
Oued el Djemaa,Algeria,25.3244,84.8114,12701,0
Oued el Kheir,Algeria,19.8143,78.1662,88433,0
Oued Essalem,Algeria,10.9267,75.9033,25547,0
Oued Fodda,Algeria,35.7089,138.4461,28150,0
Oued Rhiou,Algeria,26.314,86.5854,21306,0
Oued Sebbah,Algeria,17.77,77.14,9415,0
Oued Seguin,Algeria,25.7192,87.1507,10859,0
Oued Sly,Algeria,43.3208,21.8958,183164,admin
Oued Taria,Algeria,29.69,76.75,17438,0
Oued Tlelat,Algeria,22.1088,74.8078,9826,0
Oued Zenati,Algeria,32.2,130.8333,10899,0
Ouenza,Algeria,34.83,137.0697,168992,0
Oulad Dahmane,Algeria,63.925,24.975,10876,minor
Oulad Yaich,Algeria,37.01,37.7972,142389,minor
Ouled Abbes,Algeria,0.4311,33.1478,178800,0
Ouled Ben Abd el Kader,Algeria,-9.3333,34.7667,40607,admin
Ouled Beni Messous,Algeria,6.55,-0.7667,61785,0
Ouled Brahim,Algeria,-19,28.9,112471,0
Ouled Chebel,Algeria,-11.6,34.3,14274,admin
Ouled Djellal,Algeria,32.9239,-7.0692,12306,0
Ouled Fares,Algeria,-12.9167,34.3,28350,admin
Ouled Fayet,Algeria,0.2394,32.9231,10100,0
Ouled Haddaj,Algeria,4.95,9.9333,135405,0
